Order_ID,Customer_ID,Order_Date,Restaurant_ID,Restaurant_Name,Cuisine_Type,Order_Amount,Delivery_Fee,Total_Amount,Payment_Method,Discount_Amount,Order_Status,Delivery_Time,Customer_Rating,City,Restaurant_Rating,Number_of_Items,Order_Type
5cb1c389-974a-4bc9-ad10-a102856b1b97,4f3b1321-e1d8-4e41-b545-fb3537dc17e3,2024-01-11 10:29:23,f3f59575-2610-473d-ab8a-7f36df2fe64b,Fernandez-Hayes,Indian,593.07,42.53,635.6,Cash,58.56,Cancelled,61,5,Delhi,4.7,10,Takeaway
a86acbf0-2571-4bb7-84a4-c7d4b8e3685d,cba9c372-f758-4641-b8bc-4f81c0321264,2024-02-29 06:35:25,5e232199-947d-41e6-8a7a-d321c2140e65,Leonard Group,Japanese,550.89,45.66,596.55,Debit Card,23.84,Completed,82,4,Mumbai,3,8,Dine-in
98474e2e-a694-4d9c-8216-d5a6f39c56e8,4d5514f3-cdb3-4d02-a370-a3260513c251,2024-03-22 04:32:19,4dd9c911-7ba4-4958-aea2-94f7c06398bd,"Smith, Smith and Hughes",Japanese,660.55,21.49,682.04,UPI,89.26,Failed,21,5,Bangalore,5,9,Delivery
97cdacfd-da3d-42d9-98de-7e900891dbb7,eb93d4de-9fea-4350-ae37-b557ccca9516,2024-06-04 16:58:14,d2ae2c40-c6c6-4b98-b515-c11ec75ecbb2,Obrien Ltd,Mexican,691.98,37.32,729.3,Cash,85.61,Completed,80,4,Chennai,3.9,1,Dine-in
ed8249ba-dc7a-42a6-aaad-2260764729b8,68fa83c1-dd8d-4b6c-b13d-ad9b8d627e55,2024-08-01 16:12:42,59144aae-d2c0-4d14-a0f2-ad74f127cfa6,Reed-Jones,Italian,863.4,19.89,883.29,Debit Card,44.76,Failed,42,4,Chennai,4.9,6,Dine-in
a80f0240-7247-4e08-85ea-bd81cc9a64b5,1f9ea56e-fcf5-492c-b460-8d712c15420f,2024-02-25 21:07:37,b56489c3-311b-4f45-aa64-e36ff9966f72,"Peterson, Lopez and Carpenter",Mexican,762.09,47.11,809.2,Debit Card,77.86,Failed,69,4,Chennai,3.8,9,Delivery
592ccd3a-fdea-4841-8e46-8bf332964a46,0037ae21-c248-4b78-ab37-028561d60d4d,2024-07-05 23:50:04,f2054e0d-a004-4b84-9bec-e14f964b9981,Tate-Barnett,Mexican,501.53,35.53,537.06,Cash,2.25,Completed,73,5,Bangalore,3.6,10,Dine-in
e747d6af-3bbe-4155-98a8-144a6fd4794c,f3b93ec7-cd56-4e97-b0c1-5eb2d8b4773e,2024-08-02 11:59:36,ac1acc40-b318-490c-80e2-17e0b001108f,"Johnson, Wyatt and Gibbs",Italian,138.6,26.8,165.4,UPI,30.41,Completed,38,1,Delhi,3.9,5,Dine-in
8aa0a68b-c2ee-4a75-8648-69d0806a0421,908ad92f-4118-4a5d-9b9e-2c3714751ccb,2023-11-28 23:20:51,29fe5e3f-3444-441a-a67b-0430faf12c95,Braun and Sons,Thai,323.27,14.64,337.91,Cash,66.86,Failed,49,3,Hyderabad,4,3,Dine-in
df19e56b-9a75-462f-85e5-c9c7b1ec5df1,9970e119-19f4-4b91-aea5-e116dde6d05c,2024-07-24 16:23:39,6f7065a0-c299-4d60-97da-66396bd01846,"Perez, Flores and Davis",Thai,268.97,30.35,299.32,Debit Card,37.04,Completed,18,4,Delhi,3,3,Takeaway
b2fdec69-241b-4837-8b25-e6c5f72715df,bcb64e4d-bee2-4b67-b8b8-260f6347c6c9,2024-01-22 08:26:55,81962a85-9ed4-4517-9880-2a46550499f6,Sullivan-Ramirez,Japanese,395.04,28.92,423.96,Credit Card,55.71,Completed,41,4,Bangalore,4.9,2,Takeaway
294cc958-3b37-4eb5-a36e-d462ad41a20d,a35f6883-353a-438d-b21e-9b7f429dc768,2024-07-19 10:08:33,e8aa5d29-6363-4ace-a33f-6ffd186340ba,Brown Inc,Italian,162.97,33.79,196.76,UPI,37.37,Failed,49,5,Bangalore,3.4,2,Delivery
0a17bc87-5e6d-491a-a441-eaacec350929,2672e60d-f81d-49da-8c80-8687d89a669e,2024-02-09 19:08:38,59bbcea7-732b-47f5-8843-fb96fd07c02a,Johnston Inc,Thai,543.03,35.35,578.38,UPI,97.54,Cancelled,74,5,Delhi,3,10,Delivery
7e765684-2ec8-40e9-8a49-ff5e60a69f42,8300cd6d-00e7-48b5-b698-5fcad8d55aa6,2024-03-24 16:13:41,17fed48d-6522-44b0-9193-576ac8217eaf,Chapman Inc,Mexican,664.17,28.71,692.88,Cash,10.66,Cancelled,24,2,Delhi,3.2,1,Takeaway
79b39254-7066-419e-bed5-ca6482023561,9bf149f5-f6d3-4cf5-90e0-17bfdb11f746,2024-02-29 02:30:37,ebaf3625-2b88-44b9-a3e6-d58c3243bac1,Porter-Barker,Chinese,951.76,23.83,975.59,UPI,90.06,Cancelled,34,2,Chennai,3.3,4,Dine-in
fa9e331b-816b-4630-a264-6ca8cb99a559,fb917eb8-6359-42fc-87ad-69c98478c518,2024-08-13 19:04:31,e9c170da-6d96-4881-b9cc-a0ecdc80b648,"Davis, Wilson and King",Mexican,949.71,28.46,978.17,Credit Card,90.81,Completed,55,2,Chennai,3.2,2,Dine-in
1b593cb6-2d27-4ad5-8053-073de5039ede,3f10559e-838d-45e6-abe9-9a35d6f5aad0,2023-10-09 05:55:49,39272c3a-a76a-4b68-ba05-105afd8ff8db,Smith-Wheeler,Mexican,955.22,13.11,968.33,Debit Card,84.1,Cancelled,68,2,Hyderabad,4.2,7,Delivery
7c352a24-4842-4ce2-9f88-32fd5277762e,9950eb97-26aa-4468-a6f8-6740f487431b,2023-09-22 15:09:12,bc3aac51-d161-43f3-8923-c950ca033741,"Hodge, Long and Wade",Thai,577.93,38.84,616.77,Credit Card,4.23,Failed,51,4,Mumbai,4.5,6,Delivery
81b54a27-a48a-4eea-8d6c-8f083d582902,b6e22508-dce9-4d4c-bcf8-01a822953144,2024-07-12 09:44:48,664d81f2-5e04-4603-bb72-62fa591dae67,Phelps Inc,Mexican,626.35,41.21,667.56,UPI,83.46,Completed,88,5,Bangalore,3.2,4,Dine-in
a7c5839c-2e2a-4a6b-81d1-fbf21434e77a,70dd8952-fcee-4ef4-b33e-dda8f6eff7ea,2024-07-09 08:15:25,6d376f9b-75c4-4cc4-bf60-9ffb11334221,Scott-Wilson,Italian,153.78,24.18,177.96,Credit Card,38.99,Completed,48,1,Bangalore,4.6,2,Dine-in
8fa6f0a3-aa59-46b9-8d57-503c3dcde675,56bf27c2-6c9e-460f-a902-47c48baab55e,2024-05-14 05:46:33,3eb44cfe-7b58-4481-8035-319182bf724a,Johnston-Davis,Chinese,970.43,35.92,1006.35,Cash,28.62,Completed,45,4,Bangalore,3.9,8,Takeaway
e88d6d9e-17d6-4b0b-a324-8c80712315fa,9c7e893b-01b1-4392-87ff-10f642179bc0,2023-09-26 15:20:01,97bdf9ef-3c83-4eca-bca2-06958091c6a6,"Pugh, Kennedy and Schaefer",Italian,297,39.63,336.63,UPI,62.33,Cancelled,56,1,Kolkata,4.2,6,Delivery
7879b4c2-848f-4452-981c-6d76c0591797,ac671cff-fb3a-49f4-870c-fb61fa1efc85,2023-10-02 23:22:10,27e76dd7-ab9a-4636-a8d1-38632d4bb8e0,"Brown, Wiley and Kirk",Thai,167.89,49.21,217.1,Credit Card,84.21,Cancelled,58,4,Mumbai,4.7,10,Dine-in
b47b300d-8786-49b2-891d-efa0ec00c67e,742f22a0-9174-45cf-8be4-a09feb32430b,2024-08-30 08:24:45,65b75b90-fae3-4571-9a49-0eb8669c79e5,Daniel-Harmon,Thai,344.72,31.59,376.31,Debit Card,13.41,Failed,63,1,Delhi,3.4,8,Delivery
6f6dde62-36f4-45db-93d7-54368db19ae3,12261325-520f-4fb6-b291-51b5d5e47b74,2024-04-26 21:04:23,85280300-fcba-4025-b00c-cac4ddbceda3,Johnson PLC,Italian,334.54,12.53,347.07,Debit Card,60.4,Failed,45,1,Chennai,2.7,8,Takeaway
978cf4ac-92f5-4f56-bbf8-7c0c85ce0631,1aa17f5d-f432-41a4-a275-df7293c666b1,2023-11-25 00:39:33,7aa3a4bc-737b-4334-8717-0a33dd99387d,"Price, Adams and Nunez",Indian,733.58,32.83,766.41,Cash,44.69,Failed,64,2,Kolkata,3,9,Delivery
e0a5edf3-be0a-49df-ac00-1127dcbdc29c,e11cace0-165c-439a-b848-0ebba7ae2959,2023-11-18 00:55:52,b6b8fdbe-7e86-4a87-968a-06f0ecd6de9b,"Brown, Clark and Massey",Thai,334.72,12.02,346.74,Credit Card,41.36,Completed,77,1,Delhi,4.6,10,Takeaway
a59d9eac-f341-4c17-b787-dcca7be2329e,77a67455-5743-4a6f-94d6-3437db913094,2024-02-23 11:01:59,63729519-9514-436f-b81a-4924a4c6d239,"Smith, Stewart and Rodriguez",Japanese,951.42,11.02,962.44,Credit Card,68.69,Completed,26,5,Delhi,5,3,Delivery
dd535fe2-006b-4b67-8289-623ffc4e8807,d0c25cbe-31fe-4074-ab86-540fde19b433,2024-06-19 19:20:04,5a2732c9-a83c-459c-982a-60638e951967,Andrews-Nguyen,Mexican,504.35,37.32,541.67,Cash,56.73,Completed,61,3,Mumbai,3.5,2,Delivery
6efc9009-06f2-44fa-93b4-610394c6db9a,8a9a7d36-7e38-4939-b178-63ae0293a4b3,2024-03-01 05:41:01,3c35abe2-c310-4bc0-b165-a0db31927dcb,Lewis PLC,Italian,270.63,11.98,282.61,Credit Card,33.96,Completed,23,5,Mumbai,2.7,9,Delivery
f52cd327-4510-44dc-8834-80b457155a3e,efb0f713-c1ac-4b12-b555-451392e808c0,2024-04-14 08:43:17,6b8f3d51-a684-4984-8448-42e9bd0f7679,Moreno-Alexander,Japanese,758.33,35.15,793.48,Credit Card,63.68,Cancelled,87,1,Hyderabad,3,5,Delivery
42f22b0f-ceed-4e8a-add9-ba1ea30e1c81,fd307b22-0cea-4bd4-aaf3-fc1976e68339,2024-09-11 20:56:42,e6f0dffe-65d8-41db-affe-622c0b154d57,Bishop-Williams,Chinese,419.22,11.76,430.98,UPI,57.44,Completed,51,4,Bangalore,4.3,7,Takeaway
afd87df9-4e03-4d20-b699-7b34f83e4da1,5bc6f21a-078c-49b6-96c4-343e7007c753,2023-12-03 23:43:21,d877a6eb-e5e4-46d7-9393-b0b614250f39,Bennett and Sons,Thai,198.66,14.17,212.83,Debit Card,88.22,Cancelled,58,3,Delhi,2.7,8,Takeaway
103daab9-a7f0-482a-85c0-8fff4113c190,23b1bc30-c11b-42e7-b7a7-391484424c0b,2024-09-10 19:45:45,6e4052b3-4061-4af7-b642-52270f04f8f9,Sullivan PLC,Indian,904.54,18.6,923.14,Debit Card,61.58,Cancelled,74,4,Mumbai,3.8,5,Takeaway
dd179e1f-15d2-4e1f-beec-735008db1d55,74758345-0b18-47ad-ad22-d1c5a4cf3a67,2024-07-10 13:04:32,9ab96794-0931-4e5a-8e9b-5a5cca384eae,Vargas-Daniels,Thai,895.82,26.18,922,Debit Card,16.68,Cancelled,44,3,Chennai,4.6,3,Takeaway
37b4533c-fe03-4b57-9f4d-a7da44cc184d,dec98ed8-8ceb-44db-ab3d-7ce4e514deb3,2024-01-10 01:05:16,4d132298-5285-40ff-9ad3-9336f8fbd24e,Martinez-Cobb,Mexican,207.6,19.98,227.58,Cash,4.5,Failed,79,3,Kolkata,3.2,9,Takeaway
cd05ec23-e212-46c3-ba7d-53ece01dc6ed,64708be1-c437-4ee0-9256-0700256bbe0a,2024-07-08 06:01:15,74fc7ffa-4a50-4685-968f-d5525a7a5e35,Maxwell-Barron,Mexican,521.31,41.23,562.54,UPI,98.8,Completed,73,3,Mumbai,4.1,2,Delivery
dbf26327-dedc-404b-ab0e-34361ca38e47,62399651-0eb5-450e-bf71-3e9663e35deb,2023-12-04 00:38:53,700f1f79-95d9-43f8-a600-b481b07265ff,"Harris, Parker and Martin",Indian,640.93,35.2,676.13,UPI,44.4,Cancelled,34,3,Hyderabad,3.4,7,Takeaway
5c3f57bb-0f02-4b5a-b35a-db9fea167d66,1cbf5447-4126-469d-8c7f-e2b0307ffa7c,2024-04-22 00:53:49,0c6a6bf6-b93a-40cf-999b-62beac708cae,Fowler Group,Mexican,693.57,30.69,724.26,Cash,42.18,Cancelled,16,2,Hyderabad,4,8,Takeaway
d6bca3db-eb49-46e7-9565-2a7c366367c6,a6ce61bd-fbc1-47cf-8c2d-9a245bceb8ab,2023-09-21 17:30:19,251bea8a-eb67-400e-bdd6-0a52dd498596,Smith LLC,Chinese,198.17,16.67,214.84,Cash,63.6,Cancelled,88,4,Kolkata,2.8,10,Delivery
a5764a43-a5ea-472a-8f55-390465708c88,d2add225-dc2f-41ea-a211-871759ac2786,2024-04-07 06:53:30,9f5b0ed5-cfda-4525-97b6-7980ae59d0de,"Roberson, Ruiz and Lane",Italian,787.5,33.47,820.97,UPI,96.28,Completed,78,1,Chennai,4.8,6,Takeaway
9cc9e2c1-51dc-4e08-853c-061e481ddaa5,8fb05c24-062c-49bc-ab8d-d4533ea0b18d,2024-07-10 03:11:22,3769c2f7-9893-44cf-9a46-7811807b60b0,"Roberts, Cobb and Richardson",Thai,686.31,15.5,701.81,Credit Card,14.9,Failed,31,5,Hyderabad,5,4,Delivery
feb3f8d1-4d4d-4c6e-a3d5-5d4d0aca0fc6,98d9cc68-ac17-400d-bc52-3cd0843b03fb,2024-08-26 17:58:50,6ac3f728-40aa-4904-b0f3-73fbd682f662,Myers-Fleming,Italian,558.31,36.78,595.09,Cash,42.61,Cancelled,80,2,Mumbai,4.8,6,Delivery
e9dfd90f-67f4-4763-acfb-bd0e5ce324dd,38688deb-f795-47a7-8d7c-fac72d7fbcf3,2024-06-15 16:49:52,9ca9a2b9-3487-4292-94e8-3c29f3837fa4,Horton Ltd,Thai,283.17,27.34,310.51,UPI,52.36,Failed,69,4,Bangalore,3.5,3,Delivery
8e199355-4bb6-41a7-bdaa-27f2c433f840,42dc4ad8-1931-40e0-b8d2-a29a76ec7759,2024-05-25 09:54:39,d1cf7cf2-1c09-4776-ae97-d98de2b83b12,"Arnold, Romero and Patterson",Italian,177.66,18.56,196.22,Credit Card,58.71,Completed,50,5,Hyderabad,2.9,2,Delivery
532d3aa1-d85d-43d6-8e08-71efff72871e,fecfbcc5-39c2-4d3f-88e0-de9424920480,2023-09-21 05:44:51,5c0b143c-153d-4fc9-8025-e43dc0f77a2c,"Rodriguez, Rollins and Tate",Mexican,912.64,20.12,932.76,Cash,96.93,Completed,65,3,Hyderabad,4,7,Dine-in
43d52d22-4e34-4df4-bc06-e2256c19f284,4adb0beb-b869-4cdd-b288-b527644cd4f9,2024-05-30 23:26:43,7db10c8f-924f-4b01-8c96-f356be1e038e,"Green, Stark and Day",Japanese,676.58,13.27,689.85,Cash,66.78,Failed,80,3,Delhi,4.5,5,Dine-in
d4477882-e132-4da6-b1b7-14f803832def,7eecc545-22ad-447b-af5f-033abb776f8a,2024-02-04 00:39:15,c1a809da-4892-487f-b9c2-676df133b96f,Carter-Davidson,Chinese,306.53,11.06,317.59,Debit Card,69.08,Failed,23,4,Bangalore,4.7,4,Takeaway
fd57e5b0-2a30-4f01-9552-ae84e252efa9,7d662ec8-9191-48bb-a297-69b53123e3f4,2023-12-23 17:55:15,7bc63340-6f99-4f7d-9e38-b6f22f864775,Pittman Inc,Mexican,252,12.61,264.61,UPI,14.55,Cancelled,31,5,Bangalore,4.2,5,Takeaway
648d2d12-75e1-4127-85a2-987ba21ad4b9,4aa54c79-bfbe-4d1f-b174-392b5b6771c6,2024-03-15 16:38:32,e4bb2ba5-1941-48e4-9208-af56c48cc8e0,Johnson Ltd,Japanese,822.6,33.8,856.4,UPI,92.62,Cancelled,63,1,Mumbai,3.7,3,Takeaway
73c4a7e8-6fd3-442d-bb2f-c77a677be633,6a386f75-f961-4b86-9bd2-d71b466283d0,2023-12-28 07:01:06,56635e45-a15c-422e-89a7-27afb4d91a0f,"Allen, Leon and Anderson",Indian,870.05,32.8,902.85,Credit Card,65.04,Completed,44,1,Mumbai,4.7,10,Delivery
bcce36f8-aa39-4df1-90d8-69404f7e490f,fdb1f67e-29ad-4114-82ba-090577524195,2023-12-14 06:27:18,7fd3d679-1843-4d20-b44d-95992a7a7eee,"Davis, Middleton and Anderson",Japanese,832.26,45.35,877.61,Debit Card,79.55,Failed,84,5,Kolkata,2.9,10,Dine-in
51198a37-e981-413e-9bf4-9f77bd1db7d1,875889b4-73eb-4453-8834-bb8521e84988,2023-11-26 08:23:09,cf337ada-306a-4031-974f-9e8093d94955,Wilson Group,Thai,997.28,27.71,1024.99,Debit Card,21.02,Cancelled,62,1,Hyderabad,4.3,9,Delivery
e88e2e4a-8027-4c3f-8ca7-a3e90ed2abd9,6bd832d3-789f-425d-ae19-60dc9ed469a2,2024-03-30 14:38:35,22236a20-cbc3-4c33-9794-c25206f83753,Gray PLC,Italian,225.49,17.7,243.19,Cash,49.84,Failed,81,1,Chennai,3.6,8,Delivery
600b9e17-9688-4627-8ea7-d27a664dde69,0a586ac8-0968-4f4b-8629-7e9526932148,2024-08-24 21:54:24,e5739269-21c4-45b2-b9bf-caf479cd20d5,Hansen and Sons,Indian,667.28,22.33,689.61,Cash,24.62,Cancelled,81,2,Bangalore,4.2,10,Delivery
7d44ecc2-0ea4-4034-b8cb-368e9111a7cc,73f62866-3b8d-4659-9a83-785ced01ede6,2024-02-29 22:36:30,c19f3107-3080-4e02-afe5-faf4e02c3c96,Walton-Flores,Italian,331.85,34.37,366.22,UPI,6.8,Cancelled,24,5,Bangalore,3.7,9,Takeaway
8c8245c1-426e-45de-a2aa-c6b5e3c4eecd,efe03bb0-c66b-4265-bd95-5ccd5843edaf,2024-01-20 13:28:35,3b6fed2f-ade5-4173-8656-85fbfe3d1873,Mckinney-Rubio,Chinese,664.95,49.02,713.97,Cash,49.8,Completed,67,4,Mumbai,3,7,Delivery
c665c070-0140-4e5c-a0c6-de1507c2d9ae,843d808a-e113-43f4-b953-0f2bda8fa9b5,2024-09-03 19:42:04,940fda38-a443-4b68-b040-4d07b5b9ac73,"Mccann, Wall and Mora",Mexican,145.45,41.68,187.13,UPI,86.27,Failed,88,4,Hyderabad,3.8,6,Takeaway
02e5489b-4d70-4639-ae4a-88fdb1e3a726,508cf026-7af0-46cd-ba73-b24015089e49,2024-04-01 05:04:42,228315cd-bfa5-47b2-90ce-8c0f39b77f83,"Hanson, Galloway and Lewis",Indian,331.76,21.69,353.45,Credit Card,36.95,Failed,78,4,Delhi,3.9,8,Takeaway
4285ffef-6c41-42c8-90c3-447e60262f02,80bb233d-acf4-48a3-8523-a7a3c0581bab,2024-08-06 21:11:34,2f8b3fa4-939c-4545-a1a3-71b3a2a135f8,"Garcia, Flores and Colon",Indian,382.44,18.07,400.51,Cash,67.87,Cancelled,60,4,Delhi,3.6,7,Delivery
1cc4811e-cf0b-40a7-9c14-cf9f26b91cb4,9567a088-b679-4a76-b282-594eabf7af08,2024-04-09 17:48:09,6d80fca2-5bc2-48fd-bc06-f13523f17a13,"Green, Hall and Willis",Italian,941.17,17.95,959.12,Debit Card,51.5,Failed,16,1,Chennai,2.8,5,Dine-in
a5184efb-7849-4a13-a133-0fef9ba60c6d,58887d21-9a4a-45fe-8325-e57ea737bb0d,2024-02-18 08:16:20,71a43aaf-2bd8-4d7d-9147-3f3b268efbd9,Davis PLC,Japanese,698.87,16.9,715.77,Debit Card,75.82,Completed,22,5,Chennai,2.6,10,Delivery
7de8eb0d-be1f-46da-ab8d-43a98fa3d399,12c7b6ff-cabe-4346-8dd8-ea76de3fb816,2024-08-10 10:22:00,953f5610-fdd4-4257-b3cb-ff501063047b,Anderson and Sons,Indian,219.7,12.05,231.75,UPI,97.35,Cancelled,46,3,Bangalore,2.9,3,Dine-in
25fd99f2-10fd-4a93-a9d3-ab8d0e0c1a9d,f015cb05-5316-4167-996e-602bfbe5f01d,2024-07-28 09:25:35,565e8772-63b2-44a7-be53-c372b46d8120,Johnson-Trevino,Mexican,427.54,21.05,448.59,Debit Card,26.28,Completed,22,5,Hyderabad,2.5,4,Dine-in
9ec40d87-6497-42fe-83fa-19eb59a40144,b214d8b9-fb87-46b5-a85c-e6c949467f5d,2023-11-27 07:15:13,993283f9-0cdf-4609-9ebe-f969e052c7c9,Hamilton-Smith,Thai,409.15,34.98,444.13,Debit Card,35.15,Failed,33,5,Mumbai,4.4,8,Delivery
27b2ae85-ce6d-4dfd-8bc0-1bae78aecf31,2ea36286-3fae-4253-a2c2-e5340c7c28cb,2024-07-13 09:31:45,21b02c56-b2e7-4efb-bf1c-b7b8d6db75c9,"Collins, Adams and Bender",Chinese,620.47,28.57,649.04,Debit Card,77.19,Failed,38,5,Delhi,3.6,10,Dine-in
2fc47e06-ef1a-4708-bce7-22964025a4a5,1af7393a-0b3f-490c-84c4-bb00a75cb3a6,2024-07-19 17:46:59,6a3a4419-0d74-47dd-8bf2-24903b6d134f,Nelson Inc,Mexican,627.51,38.38,665.89,Cash,0.81,Cancelled,62,4,Kolkata,4.9,4,Delivery
c74f9494-c9d8-48b0-bf70-38ff30cb4cbf,dace703a-935a-45e7-a3ad-bb006470d177,2023-10-19 04:09:27,6d1df2a5-38fa-40f5-a73f-08c550dcfc91,Rodriguez Ltd,Italian,420.14,13.08,433.22,UPI,77.41,Failed,77,4,Bangalore,4.2,7,Takeaway
c925352e-583d-453a-98b1-304e9392b4e9,faca42f4-aaf9-4428-848d-5a3b211b35bf,2024-04-27 07:05:25,5af1b0ae-1260-4521-8d9d-1a6de5862290,"Ball, Martin and Logan",Thai,824.25,32.6,856.85,Cash,56.01,Failed,37,3,Mumbai,4.5,10,Dine-in
7bb3693a-4ced-446f-a45a-c4afeea83275,c7b4fdc3-6063-47d5-864e-a04eb4fb2a7b,2024-08-11 03:13:14,5f2a9e95-adc9-4aa2-8865-a7f435e6132f,"Kelly, Mann and Hayes",Italian,341.61,44.88,386.49,Debit Card,3.68,Completed,24,2,Kolkata,4.9,8,Dine-in
a7c67ff4-67ca-41ee-a269-965e5f2ce5b1,defb473f-1050-4e4c-94c0-391ea0b041a7,2024-09-12 07:38:39,7a562ae9-5cfb-4c9c-9afa-2df412b81be8,Chase-Benjamin,Thai,404.92,12.82,417.74,Debit Card,16.79,Failed,78,1,Bangalore,3.8,4,Takeaway
e68d2ab5-8a27-409c-9a47-c475b59acae1,130ed6e8-388e-479a-b893-fa5d540d86c2,2023-11-27 10:48:16,b932a2c1-9ed9-4c50-bd85-336e47c69b1b,"Gonzalez, Coleman and Hunt",Indian,452.14,20.15,472.29,Cash,44.98,Cancelled,89,2,Bangalore,2.9,9,Takeaway
79fcdae6-e0e1-4512-9bad-311fe9215d34,32fb04f2-e3bf-4367-9b73-138139413e0c,2024-06-23 16:54:23,291bb661-c89d-4ba4-b58e-4b5204e0bbac,Crawford Ltd,Indian,686.82,23.44,710.26,Credit Card,51.56,Cancelled,55,1,Bangalore,3.7,4,Takeaway
8cf5d622-ce77-4d78-ad8b-7af640d462cc,650d71b0-1359-4b54-ada1-2811dfd8a897,2024-03-08 15:27:19,5139b641-ee8f-4860-a16c-92b33d10a1a2,"Carter, Harding and Hendrix",Thai,964.31,40.9,1005.21,Credit Card,29.13,Failed,42,5,Mumbai,3.9,1,Delivery
30ed6d76-c116-471f-952d-6f9803a5035e,97f0277e-93a1-4aaa-b919-7add8c2803dd,2024-05-08 02:32:25,6da5d7b6-7286-444d-9e91-07319f5d9a9b,Wallace-Morris,Japanese,843.07,42.06,885.13,UPI,4.25,Cancelled,33,2,Kolkata,4.1,3,Takeaway
76c606a1-deec-438a-9fe8-05a696858963,6248a315-162e-4473-9afd-b33d6982e543,2024-03-13 12:11:01,06b8a221-9ef0-4b5a-a160-9d5b24471740,Mendoza Inc,Italian,807.35,18.82,826.17,Credit Card,49.41,Cancelled,84,2,Kolkata,2.5,6,Delivery
358d4e43-b529-47f0-8907-41b18cde2446,7fd55b3f-a78e-4f10-b15a-e9c7a0b551e9,2023-11-04 12:05:26,f5d342c5-cf59-43f3-b837-54f4e8c8b10b,James and Sons,Japanese,493.71,41.74,535.45,Cash,59.44,Failed,43,1,Delhi,3.5,7,Dine-in
68c441bf-ecfc-457a-b5ea-cdfada3b6541,39411d3a-fe4d-49be-aded-8e469ab68340,2023-10-06 19:58:01,9a07b36b-1fa9-45aa-9c1e-c0c32aa7b271,Garcia-Everett,Japanese,478.27,41.77,520.04,Credit Card,80.85,Failed,16,4,Kolkata,2.9,4,Delivery
417fddde-9089-4ad6-87e5-9d297331f7d8,4cd0c423-8492-4ed6-87f6-5cb0a67e1265,2024-02-10 08:53:30,317a2a72-986e-4405-a974-9154ab064922,Norton Group,Japanese,499.11,39.85,538.96,Debit Card,87.54,Cancelled,21,5,Hyderabad,3.2,1,Delivery
12ed5f47-2f6c-4ced-97e3-6b2760ba80ff,1a923348-68eb-4cfe-a06b-d2e34164b056,2024-06-28 23:03:49,1c69be11-0a83-42ee-a55d-28258de8437f,Short-Perez,Mexican,119.31,12.47,131.78,Debit Card,25.72,Completed,26,1,Mumbai,4.2,5,Takeaway
652f32ab-c995-4f07-a3fa-a9c45973f1cc,d0c022ec-d4fb-459b-bfef-9583c79529d2,2024-05-08 09:23:11,874d3029-865e-4f01-864a-dd782dc1a50a,Kelley LLC,Thai,772.58,47.93,820.51,UPI,37.28,Completed,61,4,Mumbai,4.7,8,Dine-in
fcbfb459-b0e2-495f-8a56-820f4178e0f0,9f63a2eb-cdd3-4b19-9b69-5ee1dba398d0,2024-08-17 09:52:32,08b79f0e-dddc-40ec-ba97-c1dabc6307ea,Moran LLC,Italian,637.19,48.31,685.5,Credit Card,63.42,Completed,68,3,Chennai,4.7,7,Takeaway
f3f56531-929e-4191-bc48-e88af01471ba,f2b0ef17-d7f9-4477-9873-6475fc0f4ae4,2024-01-16 08:44:05,550990cb-91c5-4952-824c-8074011cea26,"Duncan, Case and Hanson",Thai,858.73,25.36,884.09,Credit Card,51.48,Failed,45,1,Mumbai,4.3,8,Takeaway
2f74c5a2-7e41-4d3a-9cdc-070e714907a7,229cbc8d-2c2b-4f73-b26b-00c551bad1ea,2024-05-16 19:20:14,947242e4-7def-4d9f-abaf-1da9cdffeeb6,"Davis, Mendoza and Hall",Thai,617.7,39.23,656.93,Credit Card,54.24,Failed,29,2,Chennai,2.6,6,Takeaway
6f1b0b14-e139-422c-8f81-bd79907a3730,5c488975-7184-4235-941b-06169466367d,2024-04-07 23:54:54,bcde8bbf-1b1b-47b9-b73d-d2427beaa398,Maldonado-Williams,Indian,626.1,25.06,651.16,UPI,58.32,Completed,19,1,Hyderabad,4.4,8,Dine-in
b174894a-f5cc-4768-8d6f-55a6d4bc6443,2b593819-7bfb-4c10-8512-acf248fee303,2024-04-23 18:54:22,66abbfba-355f-40c1-b0e6-0507b1077dc5,"Rosales, Castro and Bradley",Mexican,316.04,37.64,353.68,Debit Card,1.64,Failed,64,1,Delhi,4.3,1,Takeaway
c2faa505-dd4b-47f2-aa5f-a6daf461e59f,18606492-e258-42b9-ade2-e84e58b10e8e,2024-04-22 05:08:52,6c041372-fe7a-48ad-ac46-8eaaf02968ab,Pruitt LLC,Indian,685.96,10.23,696.19,UPI,58.97,Cancelled,84,5,Chennai,2.6,9,Takeaway
4b9f0d8e-ee90-43c8-8a60-51b26366241f,d386c3a4-805e-4933-8d49-57dc59fa33f4,2024-06-01 23:42:49,d24a23d0-5623-46c8-bb68-51fa09a89920,Pugh-Robertson,Indian,272.65,13.39,286.04,Cash,87.21,Failed,51,3,Delhi,4,1,Dine-in
